category,name,address,phone,website,email,register_url
Banks,Standard Chartered Bank Ghana Plc,"Head Office, No. 87 Independence Avenue, P.O. Box 768, Accra","233-302-664591-8, 233-302-740100",http://www.sc.com/gh,feedback.ghana@sc.com,https://www.bog.gov.gh/supervision-regulation/banking-supervision/banks
Banks,United Bank for Africa (Ghana) Limited,"PMB 29, Ministries, Heritage Towers, Ambassadorial Enclave, Off Liberia Road, Ridge, Accra-Ghana","233-302- 674085, 233-302-674089, 233-302-674056",http://www.ubagroup.com,,https://www.bog.gov.gh/supervision-regulation/banking-supervision/banks
Banks,Universal Merchant Bank Ghana LTD,"Airport City, SSNIT Emporium, P.O. Box 401, North Ridge, Accra-Ghana",233-302- 666331/6,http://www.myumbbank.com,info@myumbbank.com,https://www.bog.gov.gh/supervision-regulation/banking-supervision/banks
Banks,Zenith Bank (Ghana) Limited,"Head Office, Zenith Heights, No. 31 Independence Avenue, PMB CT 393, Cantonments, Accra","233-302-660075, 233-302-611500, 233-302-660079, 233-302-660091, 233-302-660093, 233-302-660095",http://www.zenithbank.com.gh,info@zenithbank.com.gh,https://www.bog.gov.gh/supervision-regulation/banking-supervision/banks
Savings & Loans,ABii National Savings and Loans Ltd,"Priority House, Avenor Junction (Near Joy FM), P. O. Box CT10067 , Cantonments , Accra","233-302-241050, 233-302-241050",http://www.abiinational.net,info@abiinational.net,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,Adehyeman Savings and Loans Company Ltd.,"No:C1/7, Faanofa Street, Kokomlemle, (Near Avenor Traffic Light), P.O. Box GP 13249, Accra-Ghana","233-302-252071, 233 302-289670, 233-302-208142, 233-302-244075",http://www.adehyeman.com,info@adehyeman.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,Advans Ghana Savings and Loans Ltd.,"Ground floor Oxford Cinema building (Accra New Town), P. O. Box AN 11426, Accra – North",233-307 084522,http://www.advansghana.com,,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,Affinity Ghana Savings and Loans Limited (formerly Payflex Microfinance),"House No. 6, 6th Street, Ringway Estates, Osu; P. O. Box OS 2475, Osu; GPS Address: GL-031-0776",233-302-773766; +233-501-504060,http://www.affinityghana.com,info@affinityghana.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,Asa Savings and Loans Company Limited,"Odokor- Mallam Highway, P. O. Box MP 1834, Mamprobi Accra",233-302-328405,http://www.asasavingandloans.com,info@asasavingsandloans.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,Bayport Savings and Loans Plc,"71 Osu Badu Street, Airport West, Accra, PMB 248, Accra North","233-302-745454, 233-302-910778, Toll free : +233-800-10016 (Vodafone only)",http://www.bayportghana.com,,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,Best Point Savings and Loans Ltd,"Old Peace FM Building, Mile 7, P. O. Box CT 10191, Cantonments, Accra",233-303 932990 - 4,http://www.bestpointgh.com,info@bestpointgh.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,Bond Savings and Loans Ltd,"Bond House, Meridian Road, P.O Box CO PMB 95, Tema","233-303-214444, 233-544314705, 233-303-304332",http://www.bond.com.gh,info@bond.com.gh,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,BRAC Ghana Savings and Loans Limited,"House No. 38, Swaniker Road, Abelenkpe, Accra; Ghana Post GPS Address: GA-125-7932",233-501-399676,,info.bgsl@brac.net,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,Direct Savings and Loans Limited,"No. 42A, Asofoanye A. Opeku Avenue, North Dzorwulu, off the Fiesta Royal Hotel and GIMPA Road, P.O. Box CT 8360, Cantonmnets, Accra","233-303-969550, 233-303-969555",http://www.directgh.com,info@directgh.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,Equity Savings and Loans Ltd.,"No. 16 Maseru Avenue, East Legon, P.O. Box CT 6382, Cantonments, Accra","233-302-541449, 233-302-541452, 233-302-544528",http://www.equitygh.com,,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,Golden Link Savings & Loans Ltd,"2 North Street, Tesano, P.O. Box 14117, Accra","233-302-223826, 233-302-223833, 233-302-223951",http://www.goldenlinkghana.com,info@goldenlinkghana.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,Golden Pride Savings and Loans Ltd,"House No. B3/131, Samora Machel Rd., Asylum Down, Accra, P.O. Box TU 66, Accra",233-032 286050,http://www.goldenpride.com.gh,info@goldenpride.com.gh,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,Izwe Savings and Loans PLC,"Maestro Plaza, Kotobabi High Street, Private Mail Bag GP 158, Accra",233- 302 251042,http://www.izweghana.com,info@izweghana.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,Jins Savings and Loans Ltd.,"53 Owoo Street, West Legon, Accra, P.O. Box 4566, Dome Kwabenya, Accra","233-302 419422, 233-302 419424",http://www.jinssavingsandloans.com,info@jinssavingsandloans.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,Letshego Savings and Loans Plc,"4th Floor Cocoshe House, Off Augusto Neto Road, Airport City, P.O. Box AN 7128, Adabraka , Accra","233-302-208340, 233-302-208342, 233-302-208333",http://www.afb.com.gh,info@afb.com.gh,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,Multi Credit Savings & Loans Co. Ltd.,"Trust House, Bantama High Street, P.O. Box 1920, Kumasi – Ashanti","233-322-37418, 233-322- 37419",http://www.mcslghana.com,info@mcslghana.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,Opportunity International Savings and Loans Co. Ltd,"No: D765/3, Kwame Nkrumah Avenue, P. O. Box JT 323, James Town, Accra","233-302 610000, 233-302 676661",http://www.opportunityghana.com,info@opportunityghana.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,Pacific Savings & Loans Co. Ltd.,"Plot Q.T.B, Adum, P.O. Box KS 1922, Kumasi - Ashanti","233 -3220-41051, 233-3220-41050, 233-3220-41054",http://www.pacificsavingsandloansgh.com,,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,Pan - African Savings and Loans Company LTD,"No. 19 Mayor Road, Ridge West, PMB CT 127, Cantonments, Accra",233-302-782751/7,http://www.panafricansl.com,info@panafricansl.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,Progress Savings and Loans Limited,"No. 7 Nii Yemoh Avenue OIC Road 3rd Floor Zion House , Shiashie, East Legon, Accra, P. O. Box ST 237, Accra","233-302 514000, 233-302 509013, 233-501 523473",http://www.progressghana.com,info@progessghana.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,Services Integrity Savings and Loans Ltd.,"Block 1, Labadi VillasBusiness Centre, Giffard Road, Burma Camp, Accra, PMB Burma Camp Post Office, Accra",233-544-322102,,,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,SIC Life Savings and Loans Ltd.,"Section 28, Block 15, Tudu, Accra,P. O. Box KN 4768 Kaneshie Accra, Adabraka - Accra","233-577 737826, 233-556 590241",http://www.siclifesl.com.gh,enquiries@siclifesl.com.gh,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,Sinapi Aba Savings and Loans Company Ltd,"22A Ellis Avenue, P. O. Box 4911, Nhyiaso, Kumasi",233-302-2030112,http://www.sinapiaba.com,infodesk@sinapiaba.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,The Seed Funds Savings and Loans Ltd,"Seed Funds Savings and Loans Ltd, Plot 32, Sixth Circular Road, P.O. Box CT 11172, Cantonments - Accra","233-561 111997, 233-561 111998",http://www.theseedfunds.com,info@theseedfunds.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Savings & Loans,Utrak Savings and Loans Ltd,"Adum Kumasi, P. O. Box UP 1011, Kumasi",233-302 255476,,urak2000@yahoo.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/savings-loans/
Finance Houses,Blue Financial Services Ghana Ltd.,"Matti House, No. 817/1, No. 2 Eleventh Lane, Ringway Estates, Osu – Accra, Cantonments, Accra","233-303-968898, 233-303-968196",http://www.bluefs.com.gh,info@bluefs.com.gh,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/finance-houses/
Finance Houses,Chrisline Financial Services Ltd.,"Hse No. C97/2 Ayikuma Avenue, off Kwame Nkrumah Avenue, Adabraka, P. O. Box 4843, Accra","233-302-229552, 233-302-223313, 233-302-233331, 233-302-233325, 233-302-232263",http://www.chrislinegh.com,yourservices@chrislinegh.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/finance-houses/
Finance Houses,Darfin Finance Company Ltd,"Building No. 2/31, Nsawam Rd, Tesano-Accra, (Adjacent Tesano Baptist Church). PMB AN 377, Accra-North Ghana Post System (GPS) Digital Address: GA 166 7503","233-302-201702, 233-55-8229858",http://www.darfinfinance.com,info@darfinfinance.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/finance-houses/
Finance Houses,Forms Capital Limited,"Delmina Place, 29th Orphan Cresent, Labone, P. O. Box OS 1914, Osu-Accra","233-302-764660, 233-302-764659, 233-302-768324",http://www.formscapital.com,info@formscapital.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/finance-houses/
Finance Houses,Jislah Financial Services,"Digitronix Plaza, Wawa Street, Off Royalt Castle Road, Kokomlemle, P.O Box OS. 1013, Osu, Accra",233-302-250092/3,,info@jislahfinancialservices.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/finance-houses/
Finance Houses,N.D.K. Financial Services Ltd.,"No. 001, 28th February Road, Christianborg Osu, P.O.Box 3387, Accra","233-302-218444, Toll free: 0800-123123",http://www.ndkfinancialservices.com,info@ndkfinancialservice.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/finance-houses/
Finance Houses,OAK Financial Services,"No. 5 Standfast Street, Kokomlemle, P.O. Box KIA 9526, Airport, Accra","233-302-227304, 233-302-230956, 233-201-321916",http://www.oakfinancialservices.com.gh,info@oakfinancialservices.com.gh,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/finance-houses/
Finance Houses,Profin Ghana Limited,"No. 23 North Street, Tesano, P.O Box CT 3592, Cantonments, Accra",233-302-243045,http://www.profinghana.com,info@profinghana.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/finance-houses/
Finance Houses,SDC Finance Ltd.,"Hse No.D921/3, Adjacent A.M.A, Asafoatse-Nettey Street, Post Office Square, High Street, P.O.Box14198, Accra",233 -302- 669372-5,http://www.sdcgh.com,services@sdcgh.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/finance-houses/
Finance Houses,Syndicated Capital Finance Limited,"28 Farrar Avenue, Adabraka - Accra, P.O. Box AN 10927, Accra-North, Ghana",233-302-263145,http://www.syndicatedcapitalgh.com,finance@syndicatedcapitalgh.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/finance-houses/
Finance Houses,TF Financial Services,"Teachers Fund Building, No. 59, 7th Avenue, North Ridge, P. O. Box 1756, Cantonments, Accra",233-302-302-223555,http://www.tffinancial.com.gh,info@tffinancial.com.gh,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/finance-houses/
Other Banks,ARB Apex Bank Limited,"Head Office, P.O. Box GP 20321, Accra – Ghana",233-302-247633/250384/250387,http://www.arbapexbank.com,info@arbapexbank.com,https://www.bog.gov.gh/supervision-regulation/register-of-licensed-institutions/other-banks/
Microfinance Institutions,3AS MICROFINANCE LIMITED,P.O.Box AB 250 AKOSOMBO,0244167851,,3asmicrofinance@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,ADIPA MICROFINANCE LIMITED,P. O. BOX GP 13601; ACCRA,0303310668/03027802120/ 0244 363657/0244 648456/ 0209 386409,,tnartb@yahoo.co.uk,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,ADOM BOAFO MICROFINANCE LIMITED,P.O. BOX SK 805; SAKUMONO ESTATES; ACCRA,0267928055 /0244254308 / 0303203156/0501296195/0501296191,,adomicro@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,AFRO-ARAB MICROFINANCE LIMITED,P. O. Box NM 523; Nima - Accra,0302252529 / 0244257965 / 0244620901 / 0246403421,,afro_arab@yahoo.com;info@afroarabmicrofin.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,ALBRIM MICROFINANCE LIMITED,P.O.BOX 3054 ACCRA,0264256729 / 0244 964064 / 0302 798585 / 0302 279201 / 0269 099639,,amfl@albrimgroup.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,ALPHAMAGA MICROFINANCE LIMITED,P.O.BOX 3; Kassah-Ada; Greater Accra,0242963644; 0267653142; 0289542290,,ocansey.john@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,APA MICROFINANCE LIMITED,P. O. Box 631; Sunyani,0352195491,,apamfin@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,ASANKRAMAN MICROFINANCE LIMITED,P.O. BOX 30; ASANKRANGWA,0208078366/0209985400,,asankramanmicrofinance@gmail.com;justicegyan32@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,BAF MICROFINANCE LIMITED,P O BOX P. O. Box LT 25; Lartebiokorshie-Accra,0208567840 / 0243567840 / 0203567840,,bafmicro@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,BAOBAB MICROFINANCE COMPANY LIMITED,P.O BOX NR 550;TAMALE,0244384164 /0372027297 / 0372027852,,amarubilla@yahoo.com;baobabfinancial@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,BENEFICIAL MICROFINANCE COMPANY LIMITED,P. O. Box 2125; Sunyani,0352097350/0208148036,,beneficialmicrofin@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,BESWORTH MICROFINANCE LIMITED,P. O. Box MD 1038; Madina Accra,0202012203,,bestworth@yahoo.com;senyahandy@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,BI MICROFINANCE LIMITED,P. O. Box SK 220 Sakumono,0202-600032,,info@bimicrofinance.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,BIDVEST MICROFINANCE LIMITED,P.O Box CT 10031; Cantonments; Accra,0243352117;0502102001,,info@bidvestghana.com;anita.dawsonamoah@bidvestghana.com;joe.essien@bidvestghana.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,BJ CAPITAL MICROFINANCE LIMITED,P. O. Box 3252 Accra,0244-149734/0232-961976,,,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,BOSTON PREMIER MICROFINANCE LIMITED,P.O.BOX AN 15078 Accra,0302631066,,info@bostonpremiergroup.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,CAGL MICROFINANCE SERVICES LIMITED,P O BOX SK 862; TEMA,0303 934487 / 0303400569,,info@caglfinance.com;equist@amodelgh.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,CAPITALNET MICROFINANCE LIMITED,P O BOX AT 860. ACHIMOTA. ACCRA,(23324) 498-1071/(0303932750),,info@capitalnet.com;info@capitalnet.us;capitalnetml@yahoo.com_x000D_,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,CASHBACK CAPITAL MICROFINANCE LIMITED,F266/6 Labone Crescen; Labone; Accra,0202220064,,anejieaawuah@yahoo.com;benjaminbdavies@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,CASHPOINT MICROFINANCE LIMITED,P.O.BOX MC 788; TAKORADI; WR,0262768096 / 0501294419/0501294481,,info@cashpointgh.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,CEDI CAPITAL MICROFINANCE LIMITED,P.O. Box KN 130; Accra,0242851689/0302231110/0235009844/0235009485,,cedicapital@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,CENTRAL MICROFINANCE LIMITED,P O Box 447 DANSOMAN,0272123123 /0573233400,,centralmicrofinance@hotmail.com;otuor@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,CIDAN CAPITAL MICROFINANCE LIMITED,P. O. Box. BT 615; Tema_x000D_,0302 544 351,,info@cidaninvestments.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,CLASSIC MICROFINANCE LIMITED,BOX PMB 101;TEMA,0303217242,,isaac@classicmicrofinance.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,COASTAL COMMERCE MICROFINANCE LIMITED,P.O. BOX AX 168 ;TAKORADI,0244436774; 0289539945; 0202029036_x000D_ 0312001345_x000D_,,coastalcommerce@yahoo.com;ekowetse.coastal@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,CRAN MICROFINANCE LIMITED,P.O.Box UC 97; Cape Coast,0247816657,,info@cranmicrofinance.org;bturkson@cranmicrofinance.org;benjaminturkson@yahoo.co.uk,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,CREDIT NEST MICROFINANCE LIMITED,P.O. Box CO 3118 Accra North,0573390331/ 0244362075/ 0264830299,,creditnest@yahoo.com;foamankwah@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,DCI MICROFINANCE LIMITED,P.O.BOX PMB GP 167; Accra,030 2230 010,,info@diamondcapital.com.gh,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,DELTA MICROFINANCE LIMITED,P. O. Box 3275 Kaneshie,0302201711,,deltamicrofinance@gmail.com;edwardasiedu@ymail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,DUNIA MICROFINANCE LIMITED,Box NT 549 Nima-Accra,0275793129/0236443503/0236443504,,info@duniamf.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,EAZY CAPITAL MICROFINANCE LIMITED,P.O.Box KD 164; Kanda Accra,0302220693/0302220694,,eazy.capital@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,EDDIEVYN MICROFINANCE LIMITED,"P. O. Box CO 2636, Tema",0243553075,,eddievynmicrofinance1@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,EMAN CAPITAL MICROFINANCE LIMITED,P. O. Box KS 12351; Kumasi.,0243071710/0268880826/0322021373,,rtfinserv@yahoo.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,EQUITY FOCUS MICROFINANCE LIMITED,P.O. BOX KD 277; ACCRA,0208136837,,info@equityfocusltd.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,EV MICROFINANCE LIMITED,P.O. Box TS 406; Teshie; Accra,050133 8089,,info@evmicrofinance.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,EXPERT LINK MICROFINANCE LIMITED,P.O BOX 1674; SUYANI,0244526844 / 0501286658,,info@elmf.com.gh,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,FAMILY TRUST CAPITAL MICROFINANCE LIMITED,P.O.BOX CT 6056;CANTONMENTS,0243281242/0249850080,,ftcmicrofinance@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,FAST LINK MICROFINANCE LIMITED,"P. O. BOX 74, NAVRONGO",0209115979/ 0244585573,,,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,FAST TRACK MICROFINANCE LIMITED,P. O. Box KN 2300; Kaneshie; Accra,0501435871,,info@fasttrackmicrofinance.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,FED MICROFINANCE LIMITED,P.O Box KN3457 Kaneshie,0289533590/0302201990/0268192909,,fedfin2009@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
Microfinance Institutions,FIRST RATE MICROFINANCE LIMITED,P. O. Box Box 527; Takoradi,0302223390/0312025765/0204344828,,firstrateinvest@gmail.com,https://www.bog.gov.gh/supervision-regulation/ofisd/microfinance-institutions/
