provider,slug,document,file,pattern,snippet
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2021.pdf,data\provider-docs\calbank\CAL-Annual-Report-2021.pdf,rate,interest rate by 100 basis points to 14.5%
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2021.pdf,data\provider-docs\calbank\CAL-Annual-Report-2021.pdf,fee,Management Limited contributed a total of GHS9.11
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2021.pdf,data\provider-docs\calbank\CAL-Annual-Report-2021.pdf,fee,management by the Group increased to GHS2.01
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2021.pdf,data\provider-docs\calbank\CAL-Annual-Report-2021.pdf,fee,"custody offering, increased its assets under custody by 26.92%"
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2020.pdf,data\provider-docs\calbank\CAL-Annual-Report-2020.pdf,rate,deposits increased by 14.5%
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2020.pdf,data\provider-docs\calbank\CAL-Annual-Report-2020.pdf,rate,savings of 56%
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2020.pdf,data\provider-docs\calbank\CAL-Annual-Report-2020.pdf,rate,savings at full capacity is currently appro ximately 30%
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2020.pdf,data\provider-docs\calbank\CAL-Annual-Report-2020.pdf,fee,"management and staff amounting to GHS230,000"
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2020.pdf,data\provider-docs\calbank\CAL-Annual-Report-2020.pdf,fee,Management Limited contributed a total of GHS6.31
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2020.pdf,data\provider-docs\calbank\CAL-Annual-Report-2020.pdf,fee,management by the group increased to GHS1.5
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2019.pdf,data\provider-docs\calbank\CAL-Annual-Report-2019.pdf,rate,14.59% a year
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2019.pdf,data\provider-docs\calbank\CAL-Annual-Report-2019.pdf,rate,savings in power consumption by approximately 30%
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2019.pdf,data\provider-docs\calbank\CAL-Annual-Report-2019.pdf,rate,savings at full capacity is currently approximately 30%
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2019.pdf,data\provider-docs\calbank\CAL-Annual-Report-2019.pdf,fee,management by the company increased to GHS1.1
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2019.pdf,data\provider-docs\calbank\CAL-Annual-Report-2019.pdf,fee,custody increased to GHS1.8
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2018.pdf,data\provider-docs\calbank\CAL-Annual-Report-2018.pdf,rate,Basel II/III was 13.5%
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2017.pdf,data\provider-docs\calbank\CAL-Annual-Report-2017.pdf,rate,deposits at the regular 30%
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2017.pdf,data\provider-docs\calbank\CAL-Annual-Report-2017.pdf,fee,transfer of GH¢171.68
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2017.pdf,data\provider-docs\calbank\CAL-Annual-Report-2017.pdf,fee,transfer of GH¢78.32
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2016.pdf,data\provider-docs\calbank\CAL-Annual-Report-2016.pdf,rate,deposits by 49.7%
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2015.pdf,data\provider-docs\calbank\CAL-Annual-Report-2015.pdf,mortgage,mortgage
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2015.pdf,data\provider-docs\calbank\CAL-Annual-Report-2015.pdf,mortgage,mortgage
CalBank,calbank,https://www.calbank.net/wp-content/uploads/2026/01/CAL-Annual-Report-2015.pdf,data\provider-docs\calbank\CAL-Annual-Report-2015.pdf,fee,management by the Group increased to GH¢600.8
First Atlantic Bank,first-atlantic-bank,https://www.firstatlanticbank.com.gh/tariffs/Tariff_Guide_24th_August_2026.pdf,data\provider-docs\first-atlantic-bank\Tariff_Guide_24th_August_2026.pdf,rate,1.5% pa
First Atlantic Bank,first-atlantic-bank,https://www.firstatlanticbank.com.gh/tariffs/Tariff_Guide_24th_August_2026.pdf,data\provider-docs\first-atlantic-bank\Tariff_Guide_24th_August_2026.pdf,rate,1.5% pa
First Atlantic Bank,first-atlantic-bank,https://www.firstatlanticbank.com.gh/tariffs/Tariff_Guide_24th_August_2026.pdf,data\provider-docs\first-atlantic-bank\Tariff_Guide_24th_August_2026.pdf,fee,Cheque (other reasons) GHS10.00
First Atlantic Bank,first-atlantic-bank,https://www.firstatlanticbank.com.gh/tariffs/Tariff_Guide_24th_August_2026.pdf,data\provider-docs\first-atlantic-bank\Tariff_Guide_24th_August_2026.pdf,fee,Cheque Codeline Clearing (CCC) GHS50.00
First Atlantic Bank,first-atlantic-bank,https://www.firstatlanticbank.com.gh/tariffs/Tariff_Guide_24th_August_2026.pdf,data\provider-docs\first-atlantic-bank\Tariff_Guide_24th_August_2026.pdf,fee,Withdrawal charges on oﬀshore funds 3%
First Atlantic Bank,first-atlantic-bank,https://www.firstatlanticbank.com.gh/shareholders/2026_Annual_General_Meeting_Notice.pdf,data\provider-docs\first-atlantic-bank\2026_Annual_General_Meeting_Notice.pdf,"held, not read","not a PDF, or no text layer"
First Atlantic Bank,first-atlantic-bank,https://www.firstatlanticbank.com.gh/shareholders/PROXY_FORM_1.pdf,data\provider-docs\first-atlantic-bank\PROXY_FORM_1.pdf,"held, not read","not a PDF, or no text layer"
First Atlantic Bank,first-atlantic-bank,https://www.firstatlanticbank.com.gh/financials/2025-Annual-Report-v6.pdf,data\provider-docs\first-atlantic-bank\2025-Annual-Report-v6.pdf,rate,interests of 55%
First Atlantic Bank,first-atlantic-bank,https://www.firstatlanticbank.com.gh/financials/2025-Annual-Report-v6.pdf,data\provider-docs\first-atlantic-bank\2025-Annual-Report-v6.pdf,mortgage,Mortgage
First Atlantic Bank,first-atlantic-bank,https://www.firstatlanticbank.com.gh/financials/2025-Annual-Report-v6.pdf,data\provider-docs\first-atlantic-bank\2025-Annual-Report-v6.pdf,mortgage,MORTGAGE
First Atlantic Bank,first-atlantic-bank,https://www.firstatlanticbank.com.gh/financials/2025-Annual-Report-v6.pdf,data\provider-docs\first-atlantic-bank\2025-Annual-Report-v6.pdf,mortgage,mortgage
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/FNBGH_Pricing_Guide.pdf,data\provider-docs\first-national-bank-ghana\FNBGH_Pricing_Guide.pdf,rate,"deposit of GHS7,000 per month receive 1%"
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/FNBGH_Pricing_Guide.pdf,data\provider-docs\first-national-bank-ghana\FNBGH_Pricing_Guide.pdf,rate,"deposit this amount, only qualify for 0.3%"
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/FNBGH_Pricing_Guide.pdf,data\provider-docs\first-national-bank-ghana\FNBGH_Pricing_Guide.pdf,rate,"deposit of GHS1,500 per month receive 0.6%"
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/FNBGH_Pricing_Guide.pdf,data\provider-docs\first-national-bank-ghana\FNBGH_Pricing_Guide.pdf,commission,commission 0.75%
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/FNBGH_Pricing_Guide.pdf,data\provider-docs\first-national-bank-ghana\FNBGH_Pricing_Guide.pdf,commission,Commission 0.75%
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/FNBGH_Pricing_Guide.pdf,data\provider-docs\first-national-bank-ghana\FNBGH_Pricing_Guide.pdf,fee,Monthly USD 0.1
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/FNBGH_Business_Pricing_Guide.pdf,data\provider-docs\first-national-bank-ghana\FNBGH_Business_Pricing_Guide.pdf,commission,commission USD 100.00
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/FNBGH_Business_Pricing_Guide.pdf,data\provider-docs\first-national-bank-ghana\FNBGH_Business_Pricing_Guide.pdf,fee,withdrawal fee 3%
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/FNBGH_Business_Pricing_Guide.pdf,data\provider-docs\first-national-bank-ghana\FNBGH_Business_Pricing_Guide.pdf,fee,Cheque settlement (MT 205) USD 50
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/FNBGH_Business_Pricing_Guide.pdf,data\provider-docs\first-national-bank-ghana\FNBGH_Business_Pricing_Guide.pdf,fee,withdrawal fee 3%
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/FNBGH_HomeLoans_Pricing_Guide.pdf,data\provider-docs\first-national-bank-ghana\FNBGH_HomeLoans_Pricing_Guide.pdf,rate,6% per annum
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/FNBGH_HomeLoans_Pricing_Guide.pdf,data\provider-docs\first-national-bank-ghana\FNBGH_HomeLoans_Pricing_Guide.pdf,rate,6% per annum
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/FNBGH_HomeLoans_Pricing_Guide.pdf,data\provider-docs\first-national-bank-ghana\FNBGH_HomeLoans_Pricing_Guide.pdf,rate,6% per annum
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/FNBGH_HomeLoans_Pricing_Guide.pdf,data\provider-docs\first-national-bank-ghana\FNBGH_HomeLoans_Pricing_Guide.pdf,mortgage,mortgage
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/FNBGH_HomeLoans_Pricing_Guide.pdf,data\provider-docs\first-national-bank-ghana\FNBGH_HomeLoans_Pricing_Guide.pdf,mortgage,Mortgage
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/FNBGH_HomeLoans_Pricing_Guide.pdf,data\provider-docs\first-national-bank-ghana\FNBGH_HomeLoans_Pricing_Guide.pdf,mortgage,Mortgage
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/FNBGH_CIB_Pricing_Guide.pdf,data\provider-docs\first-national-bank-ghana\FNBGH_CIB_Pricing_Guide.pdf,rate,Based rating and LGD) / 1%
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/FNBGH_CIB_Pricing_Guide.pdf,data\provider-docs\first-national-bank-ghana\FNBGH_CIB_Pricing_Guide.pdf,rate,based (Based rating and LGD) / 1%
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/FNBGH_CIB_Pricing_Guide.pdf,data\provider-docs\first-national-bank-ghana\FNBGH_CIB_Pricing_Guide.pdf,commission,Commission/Telegraphic Transfer 1% min USD 100
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/FNBGH_CIB_Pricing_Guide.pdf,data\provider-docs\first-national-bank-ghana\FNBGH_CIB_Pricing_Guide.pdf,fee,Transfer 1% min USD 100
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/FNB_Flexi_Fixed_Deposit_Account_Rules_GHS.pdf,data\provider-docs\first-national-bank-ghana\FNB_Flexi_Fixed_Deposit_Account_Rules_GHS.pdf,fee,withdrawal may not exceed 15%
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/homeLoans/GHL_Mortgage_Products.pdf,data\provider-docs\first-national-bank-ghana\GHL_Mortgage_Products.pdf,mortgage,Mortgage
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/homeLoans/GHL_Mortgage_Products.pdf,data\provider-docs\first-national-bank-ghana\GHL_Mortgage_Products.pdf,mortgage,Mortgage
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/homeLoans/GHL_Mortgage_Products.pdf,data\provider-docs\first-national-bank-ghana\GHL_Mortgage_Products.pdf,mortgage,Mortgage
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/homeLoans/HomeLoanForm.pdf,data\provider-docs\first-national-bank-ghana\HomeLoanForm.pdf,mortgage,Mortgage
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/homeLoans/HomeLoanForm.pdf,data\provider-docs\first-national-bank-ghana\HomeLoanForm.pdf,mortgage,Mortgage
First National Bank (Ghana),first-national-bank-ghana,https://www.firstnationalbank.com.gh/downloads/Ghana/homeLoans/HomeLoanForm.pdf,data\provider-docs\first-national-bank-ghana\HomeLoanForm.pdf,mortgage,Mortgage
OmniBSIC Bank Ghana,omnibsic-bank-ghana,https://www.omnibsic.com.gh/assets/images/reports/2024-anualreport.pdf,data\provider-docs\omnibsic-bank-ghana\2024-anualreport.pdf,"held, not read","not a PDF, or no text layer"
OmniBSIC Bank Ghana,omnibsic-bank-ghana,https://www.omnibsic.com.gh/assets/images/reports/OmniBSIC-23-Layout.pdf,data\provider-docs\omnibsic-bank-ghana\OmniBSIC-23-Layout.pdf,"held, not read","not a PDF, or no text layer"
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2026/04/TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,data\provider-docs\republic-bank-ghana\TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,rate,2% per annum
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2026/04/TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,data\provider-docs\republic-bank-ghana\TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,rate,Interest on Outstanding Balance 3.75%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2026/04/TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,data\provider-docs\republic-bank-ghana\TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,mortgage,Mortgage
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2026/04/TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,data\provider-docs\republic-bank-ghana\TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,mortgage,MORTGAGE
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2026/04/TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,data\provider-docs\republic-bank-ghana\TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,mortgage,Mortgage
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2026/04/TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,data\provider-docs\republic-bank-ghana\TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,commission,Commission 1%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2026/04/TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,data\provider-docs\republic-bank-ghana\TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,commission,Commission 0.5%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2026/04/TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,data\provider-docs\republic-bank-ghana\TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,commission,Commission 2%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2026/04/TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,data\provider-docs\republic-bank-ghana\TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,fee,Cheque Foreign USD$2.00
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2026/04/TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,data\provider-docs\republic-bank-ghana\TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,fee,Cheque Clearing 1/4%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2026/04/TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,data\provider-docs\republic-bank-ghana\TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,fee,CHEQUE - Local Currency GHS 30.00
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2024/08/RB_MORTGAGE-BANKING-LIST-OF-DEVELOPERS-AUG-9-2024.pdf,data\provider-docs\republic-bank-ghana\RB_MORTGAGE-BANKING-LIST-OF-DEVELOPERS-AUG-9-2024.pdf,mortgage,mortgage
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2024/08/RB_MORTGAGE-BANKING-LIST-OF-DEVELOPERS-AUG-9-2024.pdf,data\provider-docs\republic-bank-ghana\RB_MORTGAGE-BANKING-LIST-OF-DEVELOPERS-AUG-9-2024.pdf,mortgage,MORTGAGE
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2026/04/REPUBLIC-BANK-GHANA-ANNUAL-REPORT-2025.pdf,data\provider-docs\republic-bank-ghana\REPUBLIC-BANK-GHANA-ANNUAL-REPORT-2025.pdf,mortgage,mortgage
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2026/04/REPUBLIC-BANK-GHANA-ANNUAL-REPORT-2025.pdf,data\provider-docs\republic-bank-ghana\REPUBLIC-BANK-GHANA-ANNUAL-REPORT-2025.pdf,mortgage,mortgage
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2026/04/REPUBLIC-BANK-GHANA-ANNUAL-REPORT-2025.pdf,data\provider-docs\republic-bank-ghana\REPUBLIC-BANK-GHANA-ANNUAL-REPORT-2025.pdf,mortgage,mortgage
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2025/06/REPUBLIC-BANK-AR-2025A-final.pdf,data\provider-docs\republic-bank-ghana\REPUBLIC-BANK-AR-2025A-final.pdf,rate,interest rates: Average lending rate to 30.45%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2025/06/REPUBLIC-BANK-AR-2025A-final.pdf,data\provider-docs\republic-bank-ghana\REPUBLIC-BANK-AR-2025A-final.pdf,rate,reference rate to 28.91%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2025/06/REPUBLIC-BANK-AR-2025A-final.pdf,data\provider-docs\republic-bank-ghana\REPUBLIC-BANK-AR-2025A-final.pdf,rate,base increased by 42.4%
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2025/06/REPUBLIC-BANK-AR-2025A-final.pdf,data\provider-docs\republic-bank-ghana\REPUBLIC-BANK-AR-2025A-final.pdf,mortgage,mortgage
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2025/06/REPUBLIC-BANK-AR-2025A-final.pdf,data\provider-docs\republic-bank-ghana\REPUBLIC-BANK-AR-2025A-final.pdf,mortgage,mortgage
Republic Bank (Ghana),republic-bank-ghana,https://www.republicghana.com/wp-content/uploads/2025/06/REPUBLIC-BANK-AR-2025A-final.pdf,data\provider-docs\republic-bank-ghana\REPUBLIC-BANK-AR-2025A-final.pdf,mortgage,mortgage
