provider,source_file,doc_date,page,category,product,fee_key,fee_name,applies_when,rate,rate_period,rate_basis,fixed_amount,currency,minimum_or_cap,collected_for,document_wording
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),7,mortgage,mortgage,restructure,Restructure Fees,,0.015,one_off,not_stated,,,,bank,1.5% flat
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),7,mortgage,mortgage,conversion,Conversion Fee,,0.015,one_off,not_stated,,,,bank,1.5% flat
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),7,mortgage,mortgage,reference_fcl,Mortgage/Loan Reference Fee,FCL (label not defined in guide),,one_off,,100,USD,,bank,FCL USD $100.00
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),7,mortgage,mortgage,reference_lcl,Mortgage/Loan Reference Fee,LCL (label not defined in guide),,one_off,,100,GHS,,bank,LCL – GHS 100.00
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),7,mortgage,mortgage,arrears_admin_fcl,Arrears Administrative Fee,FCL (label not defined in guide),,month,,6,USD,,bank,FCL – USD $6.00 per month
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),7,mortgage,mortgage,arrears_admin_lcl,Arrears Administrative Fee,LCL (label not defined in guide),,month,,6,GHS,,bank,LCL- GHS 6.00 per month
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),7,mortgage,mortgage,insurance_cancellation_fcl,Insurance Cancellation Fee,FCL (label not defined in guide),,one_off,,20,USD,,bank,FCL- USD $20.00
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),7,mortgage,mortgage,insurance_cancellation_lcl,Insurance Cancellation Fee,LCL (label not defined in guide),,one_off,,20,GHS,,bank,LCL GHS 20.00
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),7,mortgage,mortgage,title_search,Title Search Fee,,,one_off,,250,GHS,,not_stated,GHS 250.00
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),8,mortgage,mortgage,title_registration,Title Registration Fee,,,one_off,,5000,GHS,,not_stated,"GHS 5,000.00"
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),8,mortgage,mortgage,stamp_duty_title,Stamp Duty on Title,,0.01,one_off,open_market_value,,,,government_stamp_duty,1% of Open Market Value
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),8,mortgage,mortgage,stamp_duty_deed,Stamp Duty on Mortgage Deed,,0.005,one_off,loan_amount,,,,government_stamp_duty,0.5% of Loan Amount
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),8,mortgage,mortgage,remittance_to_mortgage,Remittance for Mortgage Account,,0,one_off,,,,,bank,Free
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),9,credit_card,Visa Credit Classic,issuance,Issuance fee,,,one_off,,100,GHS,,bank,GHS 100.00 Issuance fees
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Classic,annual_fee,Annual fee,,,year,,150,GHS,,bank,GHS 150.00 Annual Fees
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Classic,interest,Interest on Outstanding Balance,,0.0375,month,outstanding_balance,,,,bank,3.75% per month
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Classic,cash_advance,Cash Advance (ATM Withdrawal),,0.03,per_transaction,amount,,,min GHS 15 (wording ambiguous),bank,3% of amount + GHS 15.00/Min GHS 15.00
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Classic,late_payment,Late Payment Fee,,0.1,per_occurrence,overdue_amount,,,or GHS 50 whichever is higher,bank,10% of overdue amount or GHS 50.00 whichever is higher
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Classic,over_limit,Over Limit Fee,,0.05,per_billing_cycle,amount_in_excess,,,min GHS 100,bank,5% of amount in excess/Min GHS 100.00 per billing cycle
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Classic,cross_border,Cross Border,,0.055,per_transaction,amount,,,,bank,5.5% of amount
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),9,credit_card,Visa Credit Adeshie,issuance,Issuance fee,,,one_off,,100,GHS,,bank,GHS 100.00 Issuance fees
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Adeshie,annual_fee,Annual fee,,,year,,150,GHS,,bank,GHS 150.00 Annual Fees
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Adeshie,interest,Interest on Outstanding Balance,,0.0375,month,outstanding_balance,,,,bank,3.75% per month
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Adeshie,cash_advance,Cash Advance (ATM Withdrawal),,0.03,per_transaction,amount,,,min GHS 15 (wording ambiguous),bank,3% of amount + GHS 15.00/Min GHS 15.00
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Adeshie,late_payment,Late Payment Fee,,0.1,per_occurrence,overdue_amount,,,or GHS 50 whichever is higher,bank,10% of overdue amount or GHS 50.00 whichever is higher
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Adeshie,over_limit,Over Limit Fee,,0.05,per_billing_cycle,amount_in_excess,,,min GHS 100,bank,5% of amount in excess/Min GHS 100.00 per billing cycle
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Adeshie,cross_border,Cross Border,,0.055,per_transaction,amount,,,,bank,5.5% of amount
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),9,credit_card,Visa Credit Business,issuance,Issuance fee,,,one_off,,200,GHS,,bank,GHS 200.00 Issuance fees
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Business,annual_fee,Annual fee,,,year,,200,GHS,,bank,GHS 200.00 Annual Fees
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Business,interest,Interest on Outstanding Balance,,0.0375,month,outstanding_balance,,,,bank,3.75% per month
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Business,cash_advance,Cash Advance (ATM Withdrawal),,0.03,per_transaction,amount,,,min GHS 15 (wording ambiguous),bank,3% of amount + GHS 15.00/Min GHS 15.00
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Business,late_payment,Late Payment Fee,,0.1,per_occurrence,overdue_amount,,,or GHS 50 whichever is higher,bank,10% of overdue amount or GHS 50.00 whichever is higher
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Business,over_limit,Over Limit Fee,,0.05,per_billing_cycle,amount_in_excess,,,min GHS 100,bank,5% of amount in excess/Min GHS 100.00 per billing cycle
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Business,cross_border,Cross Border,,0.055,per_transaction,amount,,,,bank,5.5% of amount
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Infinite,issuance,Issuance fee,,,one_off,,200,GHS,,bank,GHS 200.00 Issuance fees
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Infinite,annual_fee,Annual fee,,,year,,400,GHS,,bank,GHS 400.00 Annual Fees
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Infinite,interest,Interest on Outstanding Balance,,0.0375,month,outstanding_balance,,,,bank,3.75% per month
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Infinite,cash_advance,Cash Advance (ATM Withdrawal),,0.03,per_transaction,amount,,,min GHS 15 (wording ambiguous),bank,3% of amount + GHS 15.00/Min GHS 15.00
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Infinite,late_payment,Late Payment Fee,,0.1,per_occurrence,overdue_amount,,,or GHS 50 whichever is higher,bank,10% of overdue amount or GHS 50.00 whichever is higher
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Infinite,over_limit,Over Limit Fee,,0.05,per_billing_cycle,amount_in_excess,,,min GHS 100,bank,5% of amount in excess/Min GHS 100.00 per billing cycle
republic-bank-ghana,TARIFF-GUIDE_MARCH2026-PUBLIC-V2.pdf,March 2026 (p12 'CURRENT UPDATE' MARCH 2026); all fees exclude taxes (p11),10,credit_card,Visa Credit Infinite,cross_border,Cross Border,,0.055,per_transaction,amount,,,,bank,5.5% of amount
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Classic,annual_fee,Annual fee (Personal),,,year,,100,GHS,,bank,GHS100.00
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Classic,supplementary_card,Supplementary card,,,one_off,,50,GHS,,bank,GHS50.00
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Classic,interest,Interest rate (annually),,0.43,year,not_stated,,,,bank,43%
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Classic,late_payment,Late payment fee,,0.1,per_occurrence,not_stated,,,or GHS 20 whichever is higher,bank,10% /GHS20.00 whichever is higher
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Classic,cash_advance,Cash advance fee,,0.05,per_transaction,not_stated,,,,bank,5%
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Classic,minimum_repayment,Minimum monthly repayment,,0.05,month,not_stated,,,,bank,5%
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Classic,scheme_markup,Scheme mark-up fee,,0.07,per_transaction,not_stated,,,,bank,7%
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Classic,replacement,Card replacement fee,,,one_off,,50,GHS,,bank,GHS50.00
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Classic,interest_free_period,Interest free period,,,,,,,up to 55 days,bank,Up to 55 days
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Classic,non_collection,Non collection of Credit Card,,,one_off,,50,GHS,,bank,GHS50
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Platinum,annual_fee,Annual fee (Personal),,,year,,150,GHS,,bank,GHS150.00
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Platinum,supplementary_card,Supplementary card,,,one_off,,75,GHS,,bank,GHS75.00
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Platinum,interest,Interest rate (annually),,0.4,year,not_stated,,,,bank,40%
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Platinum,late_payment,Late payment fee,,0.1,per_occurrence,not_stated,,,or GHS 20 whichever is higher,bank,10% /GHS20.00 whichever is higher
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Platinum,cash_advance,Cash advance fee,,0.05,per_transaction,not_stated,,,,bank,5%
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Platinum,minimum_repayment,Minimum monthly repayment,,0.05,month,not_stated,,,,bank,5%
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Platinum,scheme_markup,Scheme mark-up fee,,0.07,per_transaction,not_stated,,,,bank,7%
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Platinum,replacement,Card replacement fee,,,one_off,,50,GHS,,bank,GHS50.00
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Platinum,interest_free_period,Interest free period,,,,,,,up to 55 days,bank,Up to 55 days
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Platinum,non_collection,Non collection of Credit Card,,,one_off,,50,GHS,,bank,GHS50
absa-bank-ghana,tariff-guide-premier.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Platinum (Premier guide),annual_fee,Annual fee (Personal),,,year,,150,GHS,,bank,GHS150.00
absa-bank-ghana,tariff-guide-premier.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Platinum (Premier guide),supplementary_card,Supplementary card,,,one_off,,75,GHS,,bank,GHS75.00
absa-bank-ghana,tariff-guide-premier.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Platinum (Premier guide),interest,Interest rate (annually),,0.48,year,not_stated,,,,bank,48%
absa-bank-ghana,tariff-guide-premier.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Platinum (Premier guide),late_payment,Late payment fee,,0.1,per_occurrence,not_stated,,,or GHS 20 whichever is higher,bank,10% /GHS20.00 whichever is higher
absa-bank-ghana,tariff-guide-premier.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Platinum (Premier guide),cash_advance,Cash advance fee,,0.05,per_transaction,not_stated,,,,bank,5.0%
absa-bank-ghana,tariff-guide-premier.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Platinum (Premier guide),minimum_repayment,Minimum monthly repayment,,0.05,month,not_stated,,,,bank,5.0%
absa-bank-ghana,tariff-guide-premier.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Platinum (Premier guide),scheme_markup,Scheme mark-up fee,,0.07,per_transaction,not_stated,,,,bank,7%
absa-bank-ghana,tariff-guide-premier.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Platinum (Premier guide),replacement,Card replacement fee,,,one_off,,50,GHS,,bank,GHS50.00
absa-bank-ghana,tariff-guide-premier.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Platinum (Premier guide),interest_free_period,Interest free period,,,,,,,up to 55 days,bank,Up to 55 days
absa-bank-ghana,tariff-guide-premier.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',4,credit_card,Credit Card Platinum (Premier guide),non_collection,Non collection of Credit Card,,,one_off,,50,GHS,,bank,GHS50
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',6,overdraft,current account,unauthorised_overdraft,Unauthorised overdraft (penalty fees),,0.41,not_stated,not_stated,,,,bank,41%
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',9,personal_loan,personal loan,arrangement_direct_a,Arrangement fees,Absa direct A,0.025,one_off,not_stated,,,,bank,2.50% (Absa direct A)
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',9,personal_loan,personal loan,arrangement_direct_b,Arrangement fees,Absa direct B,0.0275,one_off,not_stated,,,,bank,2.75% (Absa direct B)
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',9,personal_loan,personal loan,arrangement_scheme,Arrangement fees,Scheme loans,0.03,one_off,not_stated,,,,bank,3% (Scheme loans)
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',9,personal_loan,personal loan,credit_life,Credit life insurance,,0.0135,not_stated,not_stated,,,,bank,1.35%
absa-bank-ghana,tariff-guide.pdf,September 2026 (p1); p3 also says 'remain unchanged for 2025',9,personal_loan,personal loan,early_payment,Early payment of loan,,0.0025,one_off,principal,,,,bank,0.25% of principal
tesah-capital,Individual-or-Joint-Account-Opening-002.pdf,"undated in text; PDF metadata: created 2021-05-08, modified 2021-05-10",5,investment_management,individual/joint managed account,management_fee,Investment manager's fee (Investment Management Agreement),,0.015,year,total_value_of_assets_under_management_including_cash,,,,manager,The agreed fee of the Investment manager shall be 1.5% per annum of the total value of all the clients' assets under management including cash. It shall be payable quarterly in arrears
