provider,source_file,doc_date,page,category,product,fee_key,fee_name,applies_when,rate,rate_period,rate_basis,fixed_amount,currency,minimum_or_cap,collected_for,document_wording
zenith-bank-ghana,2026-tariff-guide-july-2026-update.pdf,,12,account,Current account (individuals),opening_balance,Opening Balance - Current Account (Individuals),,,one_off,,50,GHS,,bank,GH₵ 50.00
zenith-bank-ghana,2026-tariff-guide-july-2026-update.pdf,,12,savings,All savings accounts,minimum_balance,Minimum Balance - All Savings Accounts,,,not_stated,,50,GHS,,bank,GH₵ 50.00
prudential-bank,1787228731_PBL TARIFF GUIDE - 15th December 2025.pdf,,1,account,Retail/personal current account,cot_service_band_1,Commission on turnover / service charge (per month),Band GHS1 - GHS100 (what the band measures is not stated),,month,,10,GHS,,bank,GHS1 - GHS100: GHS10
prudential-bank,1787228731_PBL TARIFF GUIDE - 15th December 2025.pdf,,1,account,Retail/personal current account,cot_service_band_2,Commission on turnover / service charge (per month),"Band GHS101 - GHS6,000 (what the band measures is not stated)",,month,,30,GHS,,bank,"GHS101 - GHS6,000: GHS30"
prudential-bank,1787228731_PBL TARIFF GUIDE - 15th December 2025.pdf,,1,account,Retail/personal current account,cot_service_band_3,Commission on turnover / service charge (per month),"Band GHS6,001 - GHS20,000 (what the band measures is not stated)",,month,,50,GHS,,bank,"GHS6,001 - GHS20,000: GHS50"
prudential-bank,1787228731_PBL TARIFF GUIDE - 15th December 2025.pdf,,1,account,Retail/personal current account,cot_service_band_4,Commission on turnover / service charge (per month),"Band GHS20,001 - GHS50,000 (what the band measures is not stated)",,month,,100,GHS,,bank,"GHS20,001 - GHS50,000: GHS100"
prudential-bank,1787228731_PBL TARIFF GUIDE - 15th December 2025.pdf,,1,account,Retail/personal current account,cot_service_band_5,Commission on turnover / service charge (per month),"Band More than GHS50,000 (what the band measures is not stated)",,month,,150,GHS,,bank,"More than GHS50,000: GHS150"
prudential-bank,1787228731_PBL TARIFF GUIDE - 15th December 2025.pdf,,1,savings,Savings accounts,withdrawal_rule,Savings accounts,,,,,,,,bank,"After 2 free withdrawals, customer forfeits interest for the month"
prudential-bank,1787228731_PBL TARIFF GUIDE - 15th December 2025.pdf,,2,account,Cheques,returned_cheque_no_funds,Refer to Drawer/Dud cheque (insufficient funds),,0.1,per_occurrence,face_value,,,,bank,10% of face value
prudential-bank,1787228731_PBL TARIFF GUIDE - 15th December 2025.pdf,,12,personal_loan,Loans and overdrafts,processing_fee,Processing fee,Loans and overdrafts generally,0.02,one_off,not_stated,,,,bank,2.0%
prudential-bank,1787228731_PBL TARIFF GUIDE - 15th December 2025.pdf,,12,personal_loan,Loans and overdrafts,legal_fee,Legal documentation fee,Loans and overdrafts generally,0.01,one_off,not_stated,,,,bank,1.0%
prudential-bank,1787228731_PBL TARIFF GUIDE - 15th December 2025.pdf,,12,personal_loan,Loans and overdrafts,facility_fee,Facility (Management) fee,Loans and overdrafts generally,0.01,one_off,not_stated,,,,bank,1.0%
prudential-bank,1787228731_PBL TARIFF GUIDE - 15th December 2025.pdf,,12,personal_loan,Loans and overdrafts,credit_life,Credit life insurance,Loans and overdrafts generally,,not_stated,not_stated,,,range 0.3% to 0.9%,bank,0.3%--0.9%
prudential-bank,1787228731_PBL TARIFF GUIDE - 15th December 2025.pdf,,12,guarantee,Bonds/guarantees/indemnities,processing_fee,Processing fee,,0.02,one_off,not_stated,,,,bank,2.0%
prudential-bank,1787228731_PBL TARIFF GUIDE - 15th December 2025.pdf,,12,guarantee,Bonds/guarantees/indemnities,guarantee_commission,Guarantee commission,,0.02,quarter,not_stated,,,up to,bank,Up to 2.0% per quarter
prudential-bank,1787228731_PBL TARIFF GUIDE - 15th December 2025.pdf,,5,debit_card,Visa Classic,issuance,Issuance,,,one_off,,30,GHS,,bank,GHS30
prudential-bank,1787228731_PBL TARIFF GUIDE - 15th December 2025.pdf,,5,debit_card,Visa Classic,maintenance,Maintenance fees,,,month,,5,GHS,,bank,GHS5
prudential-bank,1787228731_PBL TARIFF GUIDE - 15th December 2025.pdf,,5,debit_card,Visa Gold,issuance,Issuance,,,one_off,,40,GHS,,bank,GHS40
prudential-bank,1787228731_PBL TARIFF GUIDE - 15th December 2025.pdf,,5,debit_card,Visa Gold,maintenance,Maintenance fees,,,month,,10,GHS,,bank,GHS10
prudential-bank,1787228731_PBL TARIFF GUIDE - 15th December 2025.pdf,,5,debit_card,Visa Prepaid,issuance,Issuance,,,one_off,,40,GHS,,bank,GHS40
prudential-bank,1787228731_PBL TARIFF GUIDE - 15th December 2025.pdf,,5,debit_card,Visa Prepaid,maintenance,Maintenance fees,,,year,,40,GHS,,bank,GHS40
prudential-bank,1787228731_PBL TARIFF GUIDE - 15th December 2025.pdf,,6,debit_card,Visa cards (Prepaid/Classic/Gold),atm_other_local,Visa card used on another bank's ATM (local),,0.008,per_transaction,amount,3.5,GHS,,bank,GHS3.50 plus 0.8% of amount withdrawn
prudential-bank,1787228731_PBL TARIFF GUIDE - 15th December 2025.pdf,,6,debit_card,Visa cards (Prepaid/Classic/Gold),atm_international,Visa card used on a foreign bank's ATM,,0.075,per_transaction,amount,3,GHS,,bank,GHS3.00 plus 7.5% of amount withdrawn
prudential-bank,1787228731_PBL TARIFF GUIDE - 15th December 2025.pdf,,6,debit_card,Visa cards (Prepaid/Classic/Gold),foreign_transactions,Visa card on a foreign POS or internet transactions,,0.085,per_transaction,amount,,,min USD 2,bank,8.5% of transaction amount (Min. $2)
guaranty-trust-bank-ghana,GTBank-Tariff-Guide-Portrait-25.3.2026-GTCO.pdf,,3,account,Current account,cot,COT,,0.0015,not_stated,not_stated,,,,bank,GH¢1.5 per mille
guaranty-trust-bank-ghana,GTBank-Tariff-Guide-Portrait-25.3.2026-GTCO.pdf,,1,account,Statements,statement_hard_copy,Regular statements - hard copy,Per sheet,,per_occurrence,,5,GHS,,bank,GH¢5/Sheet
guaranty-trust-bank-ghana,GTBank-Tariff-Guide-Portrait-25.3.2026-GTCO.pdf,,3,account,Cheques,returned_cheque_no_funds,Clearing - Insufficient Funds,Listed under Clearing; the guide does not say whether it applies to the drawer,0,per_occurrence,,,,,bank,Free
guaranty-trust-bank-ghana,GTBank-Tariff-Guide-Portrait-25.3.2026-GTCO.pdf,,1,debit_card,Debit card (MasterCard/Visa Classic),issuance,Card Issuance,,,one_off,,30,GHS,,bank,GH¢30 MasterCard/Visa Classic
guaranty-trust-bank-ghana,GTBank-Tariff-Guide-Portrait-25.3.2026-GTCO.pdf,,1,debit_card,Debit card (MasterCard/Visa Classic),maintenance,Monthly Card Fee,,,month,,6,GHS,,bank,GH¢6 MasterCard/Visa Classic
guaranty-trust-bank-ghana,GTBank-Tariff-Guide-Portrait-25.3.2026-GTCO.pdf,,1,debit_card,Debit card (MasterCard/Visa Classic),atm_other_local,Cards on other Local Bank's ATMs,,0.02,per_transaction,amount,1,GHS,,bank,2% + GH¢1
guaranty-trust-bank-ghana,GTBank-Tariff-Guide-Portrait-25.3.2026-GTCO.pdf,,1,debit_card,Debit card (MasterCard/Visa Classic),atm_international,Cards on International Bank ATMs,,0.04,per_transaction,amount,,,min USD 2,bank,4% (Min $2)
guaranty-trust-bank-ghana,GTBank-Tariff-Guide-Portrait-25.3.2026-GTCO.pdf,,1,debit_card,Debit card (MasterCard/Visa Classic),foreign_transactions,International Online & POS Transaction Charges (Other Cards),,0.035,per_transaction,amount,,,min USD 0.5,bank,3.5% (min $0.5) Other Cards
guaranty-trust-bank-ghana,GTBank-Tariff-Guide-Portrait-25.3.2026-GTCO.pdf,,1,credit_card,Credit card,cash_withdrawal_local,Credit card withdrawal (Local),,,per_transaction,,3,USD,,bank,$3
guaranty-trust-bank-ghana,GTBank-Tariff-Guide-Portrait-25.3.2026-GTCO.pdf,,2,account,Foreign currency account (FCA),fx_cash_withdrawal,Withdrawal from FCA (inflow),,0.07,per_transaction,face_value,,,,bank,7% of face value
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,,account,Personal current account,opening_deposit,Min. Opening Deposit,,,one_off,,100,GHS,,bank,GHS 100.00
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,,account,Personal current account,service_fee,Monthly Service Fee (General),,,month,,15,GHS,,bank,GHS15.00
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,,account,Personal current account - FCA,fx_withdrawal,Withdrawal Fee,Forex withdrawals made against cheque or transfer deposits,0.065,per_transaction,amount,,,,bank,6.5% charge applies to forex withdrawals made against cheque or transfer deposits. No charges shall apply to cedi withdrawals.
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,,account,Cheques,returned_cheque,Returned cheques,,,per_occurrence,,,,,bank,Bank of Ghana advised fee to apply
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,,savings,Personal savings account,interest_min,Credit Interest Rate (lowest tier),"Tiered; minimum interest balance GHS 1,000.00",0.005,year,balance,,,,bank,0.50% - 1.5% p.a. - Tiered
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,,savings,Personal savings account,interest_max,Credit Interest Rate (highest tier),"Tiered; minimum interest balance GHS 1,000.00",0.015,year,balance,,,,bank,0.50% - 1.5% p.a. - Tiered
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,,savings,Platinum Investment Savings Account,interest_min,Credit Interest Rate (lowest tier),"Minimum interest balance GHS 2,000.00; accrued interest forfeited on any customer-initiated debit in the quarter",0.01,year,balance,,,,bank,Tiered interest rate from 1% to 5% p.a. (Credited Quarterly)
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,,savings,Platinum Investment Savings Account,interest_max,Credit Interest Rate (highest tier),"Minimum interest balance GHS 2,000.00; accrued interest forfeited on any customer-initiated debit in the quarter",0.05,year,balance,,,,bank,Tiered interest rate from 1% to 5% p.a. (Credited Quarterly)
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,9,personal_loan,Personal loans,facility_fee,Facility Fee,,0.02,one_off,not_stated,,,,bank,2% (1% for Priority Banking)
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,9,personal_loan,Personal loans,facility_fee_priority,Facility Fee (Priority Banking),Priority Banking customers,0.01,one_off,not_stated,,,,bank,2% (1% for Priority Banking)
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,10,business_loan,Business loans,facility_fee_etod,Facility Fee (Express Temporary Overdraft),,0.03,one_off,not_stated,,,,bank,3%
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,10,business_loan,Business loans,facility_fee_other,Facility Fee (Other Business Loans),,0.02,one_off,not_stated,,,,bank,2%
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,10,guarantee,Bid security,fee,Fee,,0.02,one_off,not_stated,,,min GHS 500,bank,2% (Min. GHS 500.00)
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,10,guarantee,Performance guarantee,fee,Fee,,0.02,one_off,not_stated,,,,bank,2% (0.25% per quarter)
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,10,guarantee,Advance payment guarantee,fee,Fee,,0.02,one_off,not_stated,,,,bank,2% (0.25% per quarter)
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,10,guarantee,Retention guarantee,fee,Fee,,0.01,one_off,not_stated,,,,bank,1%
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,,debit_card,MasterCard (Classic),issuance,Card Issuance Fee,,,one_off,,30,GHS,,bank,GHS 30.00
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,,debit_card,MasterCard (Classic),maintenance,Card Only Monthly Fee,,,month,,8,GHS,,bank,GHS8.00
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,,debit_card,MasterCard (Classic),atm_international,CBG cards used on foreign ATMs,,0.04,per_transaction,amount,,,,bank,4% of the transaction amount
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,,debit_card,MasterCard (Classic),fx_rate,Online & POS FX transaction rates,,0.075,per_transaction,amount,,,up to,bank,Prevailing Bank of Ghana USD rate plus up to 7.5%
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,,debit_card,MasterCard (Gold),issuance,Card Issuance Fee,,,one_off,,40,GHS,,bank,GHS 40.00
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,,debit_card,MasterCard (Gold),maintenance,Card Only Monthly Fee,,,month,,14,GHS,,bank,GHS14.00
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,,debit_card,MasterCard (Gold),atm_international,CBG cards used on foreign ATMs,,0.04,per_transaction,amount,,,,bank,4% of the transaction amount
consolidated-bank-ghana,CBG-Tariff-Guide-2026-03-25.pdf,,,debit_card,MasterCard (Gold),fx_rate,Online & POS FX transaction rates,,0.075,per_transaction,amount,,,up to,bank,Prevailing Bank of Ghana USD rate plus up to 7.5%
