provider,source_file,doc_date,page,category,product,fee_key,fee_name,applies_when,rate,rate_period,rate_basis,fixed_amount,currency,minimum_or_cap,collected_for,document_wording
first-national-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,initial_deposit,Savings Account: Initial Deposit Required,,,one_off,,40.0,GHS,,bank,GH¢40
gcb-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,initial_deposit,Savings Account: Initial Deposit Required,,,one_off,,100.0,GHS,,bank,GH¢ 100
guaranty-trust-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,initial_deposit,Savings Account: Initial Deposit Required,,,one_off,,0.0,GHS,,bank,GH¢ 0
national-investment-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,initial_deposit,Savings Account: Initial Deposit Required,,,one_off,,50.0,GHS,,bank,GH¢50
omnibsic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,initial_deposit,Savings Account: Initial Deposit Required,,,one_off,,50.0,GHS,,bank,GH¢ 50
prudential-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,initial_deposit,Savings Account: Initial Deposit Required,,,one_off,,50.0,GHS,,bank,GH¢50
republic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,initial_deposit,Savings Account: Initial Deposit Required,,,one_off,,,,,bank,GH¢50- GH¢1000
societe-general-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,initial_deposit,Savings Account: Initial Deposit Required,,,one_off,,100.0,GHS,,bank,GH¢100
stanbic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,initial_deposit,Savings Account: Initial Deposit Required,,,one_off,,50.0,GHS,,bank,GHS50
standard-chartered-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,initial_deposit,Savings Account: Initial Deposit Required,,,one_off,,100.0,GHS,,bank,GH¢100
united-bank-for-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,initial_deposit,Savings Account: Initial Deposit Required,,,one_off,,20.0,GHS,,bank,GH¢20
universal-merchant-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,initial_deposit,Savings Account: Initial Deposit Required,,,one_off,,50.0,GHS,,bank,GH¢50
zenith-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,initial_deposit,Savings Account: Initial Deposit Required,,,one_off,,50.0,GHS,,bank,GH¢50
absa-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,minimum_balance,Savings Account: Minimum Operating Balance,,,not_stated,,50.0,GHS,,bank,GH¢50
access-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,minimum_balance,Savings Account: Minimum Operating Balance,,,not_stated,,0.0,GHS,,bank,GH¢ 0
agricultural-development-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,minimum_balance,Savings Account: Minimum Operating Balance,,,not_stated,,20.0,GHS,,bank,GH¢ 20
bank-of-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,minimum_balance,Savings Account: Minimum Operating Balance,,,not_stated,,50.0,GHS,,bank,GH¢50
calbank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,minimum_balance,Savings Account: Minimum Operating Balance,,,not_stated,,50.0,GHS,,bank,GH¢50
consolidated-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,minimum_balance,Savings Account: Minimum Operating Balance,,,not_stated,,20.0,GHS,,bank,GH¢ 20
ecobank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,minimum_balance,Savings Account: Minimum Operating Balance,,,not_stated,,30.0,GHS,,bank,GH¢30
first-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,minimum_balance,Savings Account: Minimum Operating Balance,,,not_stated,,20.0,GHS,,bank,GH¢20
fidelity-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,minimum_balance,Savings Account: Minimum Operating Balance,,,not_stated,,50.0,GHS,,bank,GH¢50
first-national-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,minimum_balance,Savings Account: Minimum Operating Balance,,,not_stated,,20.0,GHS,,bank,GH¢20
gcb-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,minimum_balance,Savings Account: Minimum Operating Balance,,,not_stated,,50.0,GHS,,bank,GH¢ 50
guaranty-trust-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,minimum_balance,Savings Account: Minimum Operating Balance,,,not_stated,,0.0,GHS,,bank,GH¢ 0
national-investment-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,minimum_balance,Savings Account: Minimum Operating Balance,,,not_stated,,50.0,GHS,,bank,GH¢50
omnibsic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,minimum_balance,Savings Account: Minimum Operating Balance,,,not_stated,,20.0,GHS,,bank,GH¢ 20
prudential-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,minimum_balance,Savings Account: Minimum Operating Balance,,,not_stated,,50.0,GHS,,bank,GH¢50
republic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,minimum_balance,Savings Account: Minimum Operating Balance,,,not_stated,,,,,bank,GH¢50- GH¢1000
societe-general-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,minimum_balance,Savings Account: Minimum Operating Balance,,,not_stated,,50.0,GHS,,bank,GH¢50
stanbic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,minimum_balance,Savings Account: Minimum Operating Balance,,,not_stated,,50.0,GHS,,bank,GHS50
standard-chartered-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,minimum_balance,Savings Account: Minimum Operating Balance,,,not_stated,,0,GHS,,bank,NIL
united-bank-for-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,minimum_balance,Savings Account: Minimum Operating Balance,,,not_stated,,20.0,GHS,,bank,GH¢20
universal-merchant-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,minimum_balance,Savings Account: Minimum Operating Balance,,,not_stated,,50.0,GHS,,bank,GH50
zenith-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,5,savings,Savings account,minimum_balance,Savings Account: Minimum Operating Balance,,,not_stated,,0,GHS,,bank,NIL
absa-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,50.0,GHS,,bank,GH¢50
access-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,20.0,GHS,,bank,GH¢20
agricultural-development-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,100.0,GHS,,bank,GH¢ 100
bank-of-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,50.0,GHS,,bank,GH¢50
calbank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,50.0,GHS,,bank,GH¢50
consolidated-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,100.0,GHS,,bank,GH¢ 100
ecobank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,10.0,GHS,,bank,GH¢10
first-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,100.0,GHS,,bank,GH¢100
fidelity-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,50.0,GHS,,bank,GH¢50
first-atlantic-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,0,GHS,,bank,NIL
first-national-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,,,,bank,GH¢50-GH¢200
gcb-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,100.0,GHS,,bank,GH¢ 100
guaranty-trust-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,0,GHS,,bank,NIL
national-investment-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,100.0,GHS,,bank,GH¢100
omnibsic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,50.0,GHS,,bank,GH¢50
prudential-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,50.0,GHS,,bank,GH¢50
republic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,50.0,GHS,,bank,GH¢50
societe-general-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,50.0,GHS,,bank,GH¢ 50
standard-chartered-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,1000.0,GHS,,bank,GH¢1000
stanbic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,,,,bank,GH¢ 20-500
united-bank-for-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,50.0,GHS,,bank,GH¢50
universal-merchant-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,50.0,GHS,,bank,GH¢50
zenith-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),initial_deposit,Current Account: Initial Deposit Required: Individual,,,one_off,,50.0,GHS,,bank,GH¢50
access-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),minimum_balance,Current Account: Minimum Operating Balance: Individual,,,not_stated,,0,GHS,,bank,NIL
agricultural-development-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),minimum_balance,Current Account: Minimum Operating Balance: Individual,,,not_stated,,20.0,GHS,,bank,GH¢ 20
bank-of-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),minimum_balance,Current Account: Minimum Operating Balance: Individual,,,not_stated,,50.0,GHS,,bank,GH¢ 50
calbank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),minimum_balance,Current Account: Minimum Operating Balance: Individual,,,not_stated,,0,GHS,,bank,NIL
consolidated-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),minimum_balance,Current Account: Minimum Operating Balance: Individual,,,not_stated,,0,GHS,,bank,NIL
ecobank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),minimum_balance,Current Account: Minimum Operating Balance: Individual,,,not_stated,,0,GHS,,bank,NIL
first-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),minimum_balance,Current Account: Minimum Operating Balance: Individual,,,not_stated,,20.0,GHS,,bank,GH¢20
fidelity-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),minimum_balance,Current Account: Minimum Operating Balance: Individual,,,not_stated,,0,GHS,,bank,NIL
first-atlantic-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),minimum_balance,Current Account: Minimum Operating Balance: Individual,,,not_stated,,0,GHS,,bank,NIL
first-national-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),minimum_balance,Current Account: Minimum Operating Balance: Individual,,,not_stated,,0,GHS,,bank,NIL
gcb-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),minimum_balance,Current Account: Minimum Operating Balance: Individual,,,not_stated,,0,GHS,,bank,NIL
guaranty-trust-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),minimum_balance,Current Account: Minimum Operating Balance: Individual,,,not_stated,,0,GHS,,bank,NIL
national-investment-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),minimum_balance,Current Account: Minimum Operating Balance: Individual,,,not_stated,,0,GHS,,bank,NIL
omnibsic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),minimum_balance,Current Account: Minimum Operating Balance: Individual,,,not_stated,,0,GHS,,bank,NIL
prudential-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),minimum_balance,Current Account: Minimum Operating Balance: Individual,,,not_stated,,0,GHS,,bank,NIL
republic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),minimum_balance,Current Account: Minimum Operating Balance: Individual,,,not_stated,,0,GHS,,bank,NIL
societe-general-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),minimum_balance,Current Account: Minimum Operating Balance: Individual,,,not_stated,,0,GHS,,bank,NIL
standard-chartered-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),minimum_balance,Current Account: Minimum Operating Balance: Individual,,,not_stated,,0,GHS,,bank,NIL
stanbic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),minimum_balance,Current Account: Minimum Operating Balance: Individual,,,not_stated,,,,,bank,GH¢ 50-200
united-bank-for-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),minimum_balance,Current Account: Minimum Operating Balance: Individual,,,not_stated,,0,GHS,,bank,NIL
zenith-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,7,account,Current account (individual),minimum_balance,Current Account: Minimum Operating Balance: Individual,,,not_stated,,0,GHS,,bank,NIL
absa-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,8,account,Current account (individual),cot,Current Account Charges: Commission on Turnover: Individuals,,,not_stated,,,,,bank,(Min GH¢9.5 - Max GH¢75)
access-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,8,account,Current account (individual),cot,Current Account Charges: Commission on Turnover: Individuals,,,not_stated,,0,GHS,,bank,NIL
bank-of-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,8,account,Current account (individual),cot,Current Account Charges: Commission on Turnover: Individuals,,,not_stated,,20.0,GHS,,bank,GH¢20p/m
first-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,8,account,Current account (individual),cot,Current Account Charges: Commission on Turnover: Individuals,,,not_stated,,30.0,GHS,,bank,GH¢30 flat
first-atlantic-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,8,account,Current account (individual),cot,Current Account Charges: Commission on Turnover: Individuals,,,not_stated,,,,,bank,GH¢1.5 p.mille/m
first-national-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,8,account,Current account (individual),cot,Current Account Charges: Commission on Turnover: Individuals,,,not_stated,,0,GHS,,bank,NIL
gcb-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,8,account,Current account (individual),cot,Current Account Charges: Commission on Turnover: Individuals,,,not_stated,,,,,bank,GH¢1.8p.mille/m (Min. GH¢10)
guaranty-trust-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,8,account,Current account (individual),cot,Current Account Charges: Commission on Turnover: Individuals,,,not_stated,,,,,bank,GH¢1.5 p. mille/m
national-investment-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,8,account,Current account (individual),cot,Current Account Charges: Commission on Turnover: Individuals,,,not_stated,,,,,bank,GH¢25-GH¢100
omnibsic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,8,account,Current account (individual),cot,Current Account Charges: Commission on Turnover: Individuals,,,not_stated,,0,GHS,,bank,NIL
prudential-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,8,account,Current account (individual),cot,Current Account Charges: Commission on Turnover: Individuals,,,not_stated,,,,,bank,GH¢10-GH¢150
societe-general-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,8,account,Current account (individual),cot,Current Account Charges: Commission on Turnover: Individuals,,,not_stated,,0,GHS,,bank,NIL
standard-chartered-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,8,account,Current account (individual),cot,Current Account Charges: Commission on Turnover: Individuals,,,not_stated,,0,GHS,,bank,NIL
united-bank-for-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,8,account,Current account (individual),cot,Current Account Charges: Commission on Turnover: Individuals,,,not_stated,,,,,bank,GH¢5-GH¢200
zenith-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,8,account,Current account (individual),cot,Current Account Charges: Commission on Turnover: Individuals,,,not_stated,,,,,bank,"GH¢ 1 p.mille, Min.GH¢ 2, Max GH¢10"
absa-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,9,account,Current account (individual),service_charge,Current Account Charges: Service Charges (Per Month): Individual,,,month,,,,,bank,GH¢9.5 - GH¢34.5
access-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,9,account,Current account (individual),service_charge,Current Account Charges: Service Charges (Per Month): Individual,,,month,,,,,bank,GHS15-GHS120
agricultural-development-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,9,account,Current account (individual),service_charge,Current Account Charges: Service Charges (Per Month): Individual,,,month,,10.0,GHS,,bank,GH¢10
bank-of-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,9,account,Current account (individual),service_charge,Current Account Charges: Service Charges (Per Month): Individual,,,month,,0,GHS,,bank,NIL
calbank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,9,account,Current account (individual),service_charge,Current Account Charges: Service Charges (Per Month): Individual,,,month,,12.0,GHS,,bank,GH¢12p/m
consolidated-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,9,account,Current account (individual),service_charge,Current Account Charges: Service Charges (Per Month): Individual,,,month,,15.0,GHS,,bank,GH¢ 15
ecobank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,9,account,Current account (individual),service_charge,Current Account Charges: Service Charges (Per Month): Individual,,,month,,,,,bank,GH¢10/GHS12/GHS15) p/m
first-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,9,account,Current account (individual),service_charge,Current Account Charges: Service Charges (Per Month): Individual,,,month,,0,GHS,,bank,NIL
fidelity-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,9,account,Current account (individual),service_charge,Current Account Charges: Service Charges (Per Month): Individual,,,month,,15.0,GHS,,bank,GH¢15
first-national-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,9,account,Current account (individual),service_charge,Current Account Charges: Service Charges (Per Month): Individual,,,month,,,,,bank,GH¢35-GH¢45p/m
gcb-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,9,account,Current account (individual),service_charge,Current Account Charges: Service Charges (Per Month): Individual,,,month,,0,GHS,,bank,NIL
guaranty-trust-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,9,account,Current account (individual),service_charge,Current Account Charges: Service Charges (Per Month): Individual,,,month,,0,GHS,,bank,NIL
national-investment-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,9,account,Current account (individual),service_charge,Current Account Charges: Service Charges (Per Month): Individual,,,month,,,,,bank,GH¢ 10.00 flat (WTIAOA)
omnibsic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,9,account,Current account (individual),service_charge,Current Account Charges: Service Charges (Per Month): Individual,,,month,,15.0,GHS,,bank,GH¢15.00p/m
prudential-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,9,account,Current account (individual),service_charge,Current Account Charges: Service Charges (Per Month): Individual,,,month,,,,,bank,GH¢10 - GH¢150
republic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,9,account,Current account (individual),service_charge,Current Account Charges: Service Charges (Per Month): Individual,,,month,,10.0,GHS,,bank,GH¢10p/m
societe-general-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,9,account,Current account (individual),service_charge,Current Account Charges: Service Charges (Per Month): Individual,,,month,,30.0,GHS,,bank,GH¢30
stanbic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,9,account,Current account (individual),service_charge,Current Account Charges: Service Charges (Per Month): Individual,,,month,,,,,bank,GH¢14.99 - 79.99
standard-chartered-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,9,account,Current account (individual),service_charge,Current Account Charges: Service Charges (Per Month): Individual,,,month,,,,,bank,GH¢5- GH¢20p/m
united-bank-for-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,9,account,Current account (individual),service_charge,Current Account Charges: Service Charges (Per Month): Individual,,,month,,0,GHS,,bank,NIL
universal-merchant-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,9,account,Current account (individual),service_charge,Current Account Charges: Service Charges (Per Month): Individual,,,month,,20.0,GHS,,bank,GH¢20p/m
absa-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,15,personal_loan,Retail lending,commitment_fee,Lending fees: Commitment fee: Retail,,,one_off,,,,,bank,GH¢10-GH¢26
access-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,15,personal_loan,Retail lending,commitment_fee,Lending fees: Commitment fee: Retail,,,one_off,,,,,bank,0.1% - 3%
agricultural-development-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,15,personal_loan,Retail lending,commitment_fee,Lending fees: Commitment fee: Retail,,0,one_off,not_stated,,,,bank,NIL
bank-of-africa-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,15,personal_loan,Retail lending,commitment_fee,Lending fees: Commitment fee: Retail,,0.015,one_off,not_stated,,,,bank,1.50%
first-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,15,personal_loan,Retail lending,commitment_fee,Lending fees: Commitment fee: Retail,,,one_off,,,,,bank,1% F. V
fidelity-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,15,personal_loan,Retail lending,commitment_fee,Lending fees: Commitment fee: Retail,,0,one_off,not_stated,,,,bank,NIL
first-atlantic-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,15,personal_loan,Retail lending,commitment_fee,Lending fees: Commitment fee: Retail,,0,one_off,not_stated,,,,bank,NIL
guaranty-trust-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,15,personal_loan,Retail lending,commitment_fee,Lending fees: Commitment fee: Retail,,,one_off,,,,,bank,0.75% - 2.0%
national-investment-bank,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,15,personal_loan,Retail lending,commitment_fee,Lending fees: Commitment fee: Retail,,0.015,one_off,not_stated,,,,bank,1.50%
omnibsic-bank-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,15,personal_loan,Retail lending,commitment_fee,Lending fees: Commitment fee: Retail,,0,one_off,not_stated,,,,bank,NIL
societe-general-ghana,Survey-of-Bank-Charges-As-at-end-September-2025.pdf,,15,personal_loan,Retail lending,commitment_fee,Lending fees: Commitment fee: Retail,,0,one_off,not_stated,,,,bank,NIL
