provider,source_file,doc_date,page,category,product,fee_key,fee_name,applies_when,rate,rate_period,rate_basis,fixed_amount,currency,minimum_or_cap,collected_for,document_wording
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,personal_loan,CAGD Deductible Asset Finance (Hi-Life),controller_fee,Controller fees,"Facility amount up to GHS40,000",0.03,month,monthly_repayment_amount,,,,bank,3% of monthly repayment amount
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,personal_loan,Judiciary Service Loans,interest_rate,Interest rate,,0.0681,year,margin_over_grr,,,,bank,GRR plus a margin of 6.81%
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,personal_loan,Judiciary Service Loans,facility_fee,Facility fees,,0.01,one_off,not_stated,,,,bank,1.00%
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,personal_loan,Judiciary Service Loans,processing_fee,Processing fee,,0.01,one_off,not_stated,,,,bank,1.00%
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,personal_loan,Atlantic Hi Life,interest_rate,Interest rate,"Obligor limit GHS 100,000 for household items; tenor 12 months (6 months interest free)",,year,not_stated,,,,bank,"In the event the Customer opts for 1 year, the 1st 6 mths would be interest free. The remaining 6 mths will attract interest at the prevailing Market rate"
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,auto_loan,Purple Auto Loan,interest_rate_ghs,Interest rate (GHS),"New vehicles: USD 200,000 (GHS equivalent), 60 months, equity at least 20%; old vehicles: USD 70,000, 36 months, equity at least 30%",0.05,year,margin_over_grr,,,,bank,GRR+ margin of 5% / (12% for USD)
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,auto_loan,Purple Auto Loan,interest_rate_usd,Interest rate (USD),"New vehicles: USD 200,000 (GHS equivalent), 60 months, equity at least 20%; old vehicles: USD 70,000, 36 months, equity at least 30%",0.12,year,usd_as_printed,,,,bank,GRR+ margin of 5% / (12% for USD)
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,auto_loan,Purple Auto Loan,facility_fee,Facility fee,"New vehicles: USD 200,000 (GHS equivalent), 60 months, equity at least 20%; old vehicles: USD 70,000, 36 months, equity at least 30%",0.015,one_off,not_stated,,,,bank,1.5%
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,auto_loan,Purple Auto Loan,processing_fee,Processing fee,"New vehicles: USD 200,000 (GHS equivalent), 60 months, equity at least 20%; old vehicles: USD 70,000, 36 months, equity at least 30%",0.015,one_off,not_stated,,,,bank,1.5%
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,auto_loan,GreenDrive Auto Loan,interest_rate,Interest rate,"HNI/UHNI and business: USD 200,000, 48 months new / 36 used; employees: USD 50,000, 60 months new / 36 used; equity contribution 20%",0.03,year,margin_over_grr,,,,bank,GRR +3%
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,auto_loan,GreenDrive Auto Loan,facility_fee,Facility fee,"HNI/UHNI and business: USD 200,000, 48 months new / 36 used; employees: USD 50,000, 60 months new / 36 used; equity contribution 20%",0.01,one_off,not_stated,,,,bank,1.00%
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,auto_loan,GreenDrive Auto Loan,processing_fee,Processing fee,"HNI/UHNI and business: USD 200,000, 48 months new / 36 used; employees: USD 50,000, 60 months new / 36 used; equity contribution 20%",0.01,one_off,not_stated,,,,bank,1.00%
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,auto_loan,Vehicle Asset Finance,interest_rate_ghs,Interest Rate (GHS),"Obligor limit USD 100,000 (or GHS equivalent) or USD 70,000 for used vehicles; up to 60 months (36 for used cars)",0.05,year,margin_over_grr,,,,bank,GRR + 5% or (12% for USD)
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,auto_loan,Vehicle Asset Finance,interest_rate_usd,Interest Rate (USD),"Obligor limit USD 100,000 (or GHS equivalent) or USD 70,000 for used vehicles; up to 60 months (36 for used cars)",0.12,year,usd_as_printed,,,,bank,GRR + 5% or (12% for USD)
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,auto_loan,Vehicle Asset Finance,facility_fee,Facility Fee,"Obligor limit USD 100,000 (or GHS equivalent) or USD 70,000 for used vehicles; up to 60 months (36 for used cars)",0.015,one_off,not_stated,,,,bank,1.5% payable upfront
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,auto_loan,Vehicle Asset Finance,processing_fee,Processing fee,"Obligor limit USD 100,000 (or GHS equivalent) or USD 70,000 for used vehicles; up to 60 months (36 for used cars)",0.015,one_off,not_stated,,,,bank,1.5% payable upfront
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,business_loan,Atlantic Traders Facility,interest_rate,Interest rate,"Obligor limit GHS 250,000; 30 days max (60 days for importers)",0.05,year,margin_over_grr,,,,bank,"Ghana Reference Rate (""GRR"") plus a margin of 5%"
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,business_loan,Atlantic Traders Facility,processing_fee,Processing fee,"Obligor limit GHS 250,000; 30 days max (60 days for importers)",0.02,one_off,facility_amount,,,,bank,2.00% flat on facility amount payable upfront
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,business_loan,Atlantic Traders Facility,facility_fee,Facility fee,"Obligor limit GHS 250,000; 30 days max (60 days for importers)",0.02,one_off,not_stated,,,,bank,2.00%
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,business_loan,Receivable / Invoice Discounting,interest_rate,Interest rate,"Single obligor limit GHS2,000,000; 90 days (rollover option of 60 days)",0.02,year,margin_over_grr_minimum,,,,bank,GRR + minimum of 2%
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,business_loan,Receivable / Invoice Discounting,processing_fee,Processing fee,"Single obligor limit GHS2,000,000; 90 days (rollover option of 60 days)",0.01,one_off,approved_facility_amount,,,,bank,1.00% flat of the approved facility amount.
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,business_loan,Receivable / Invoice Discounting,facility_fee,Facility fee,"Single obligor limit GHS2,000,000; 90 days (rollover option of 60 days)",0.01,one_off,approved_facility_amount,,,,bank,1.00% flat of the approved facility amount
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,business_loan,Receivable / Invoice Discounting,rollover_fee,Rollover fee,"Single obligor limit GHS2,000,000; 90 days (rollover option of 60 days)",0.01,per_occurrence,not_stated,,,,bank,1.00% flat rate
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,business_loan,Cash-Backed Facilities,interest_rate,Interest rate,Subject to cash collateral available; 12 months max,0.085,year,margin_over_grr_maximum,,,,bank,GRR + maximum of 8.5%.
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,business_loan,Cash-Backed Facilities,processing_fee,Processing fee,Subject to cash collateral available; 12 months max,0.0025,one_off,facility_amount,,,,bank,0.25 % flat on facility amount payable upfront
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,guarantee,Bid Bonds,pricing,Pricing,"Single obligor limit GHS 2 million; tenor as required under tender, not exceeding 12 months",0.04,one_off,facility_amount,,,,bank,4.00% flat on facility amount payable upfront
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,guarantee,Advance Payment Guarantee,facility_fee,Facility fee,Tenor 12 months after issue date,0.03,one_off,guarantee_amount,,,,bank,"3% flat of Guarantee amount, paid upfront"
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,guarantee,Advance Payment Guarantee,guarantee_commission,Guarantee Commission,Tenor 12 months after issue date,0.0025,quarter,facility_amount,,,,bank,0.25% of Facility amount per quarter
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,guarantee,Atlantic Performance Guarantee,facility_fee,Facility fee,Tenor 12 months after issue date,0.03,one_off,guarantee_amount,,,,bank,"3% flat of Guarantee amount, paid upfront"
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,guarantee,Atlantic Performance Guarantee,guarantee_commission,Guarantee Commission,Tenor 12 months after issue date,0.0025,quarter,facility_amount,,,,bank,0.25% of Facility amount per quarter
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,savings,Atlantic Young Saver,interest_rate,Interest rate,Minimum opening amount GHS100; minimum monthly contribution GHS20,0.02,year,balance,,,,bank,2.00% per annum
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,savings,Atlantic Save,interest_rate,Interest rate,,0.02,year,balance,,,,bank,2% per annum
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,savings,Atlantic Business Savings Accounts,interest_rate,Interest rate,,0.02,year,balance,,,,bank,2% per annum
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,savings,Atlantic Flex Individual,interest_rate,Interest rate,"COT zero; minimum opening amount GHS500; monthly interest payment on balances above GHS2,500",0.02,year,balance,,,,bank,2.00% per annum
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,savings,Atlantic Flex Business,interest_rate,Interest rate,"COT zero; minimum opening amount GHS1,000; monthly interest payment on balances above GHS5,000",0.02,year,balance,,,,bank,2.00% per annum
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,savings,Atlantic Target,interest_rate,Interest rate,Minimum opening amount GHS 500,0.02,year,balance,,,,bank,2.00% per annum
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,account,Atlantic Seniors,cot_maintenance,COT/Maintenance Charge,,0,not_stated,,,,,bank,Zero
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,account,Purple Plus,quarterly_service_fee,Quarterly service fee,No COT charge,,quarter,,50,GHS,,bank,"GHS 50, No COT Charge"
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,account,Purple Plus,bonus_interest,Monthly interest payment,"Balances above GHS 70,000",0.02,year,above_current_savings_rate,,,,bank,"Monthly interest payment of current savings rate +2% p.a. to be earned on balances above GHS 70,000.00"
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,account,Purple Plus Extra,quarterly_service_fee,Quarterly service fee,No COT charge,,quarter,,100,GHS,,bank,"GHS 100, No COT Charge"
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,2,account,Purple Plus Extra,bonus_interest,Monthly interest payment,"Balances above GHS 70,000",0.02,year,above_current_savings_rate,,,,bank,"Monthly interest payment of current savings rate +2% p.a. to be earned on balances above GHS 70,000.00"
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,1,account,current account,cot,Commission on turnover (COT),On all withdrawals,0.0015,per_transaction,withdrawal_amount,,,,bank,COT 1.5/Mille (On all withdrawals)
first-atlantic-bank,Tariff_Guide_24th_August_2026.pdf,none stated; file name and PDF metadata give 24 August 2026,1,other,Ghana Gold Coin,gold_coin_processing_fee,Ghana Gold Coin Processing Fee,Per coin,,per_transaction,,50,GHS,,bank,GHS 50.00 per coin
